,name,model,price,discount,description
819,Converse,Weapon CX Hi x Joshua Vides,"120,00€",0 %,Las Weapon CX diseñadas por el artista visual Joshua Vides en colaboración con Converse
820,Converse,Weapon CX Hi x Joshua Vides,"120,00€",0 %,Las Weapon CX diseñadas por el artista visual Joshua Vides en colaboración con Converse
821,Converse,Weapon CX Hi x Joshua Vides,"120,00€",0 %,Las Weapon CX diseñadas por el artista visual Joshua Vides en colaboración con Converse
822,Salomon,Odyssey 1 Advanced,"170,00€",0 %,Fieles a su estirpe de deportes al aire libre
823,Salomon,Odyssey 1 Advanced,"170,00€",0 %,Fieles a su estirpe de deportes al aire libre
824,Salomon,Odyssey 1 Advanced,"170,00€",0 %,Fieles a su estirpe de deportes al aire libre
825,Jordan,"Women's Air Jordan 1 Elevate Low SE ""Bred""","140,00€",0 %,Estilo tradicional con aire renovado
826,Jordan,"Women's Air Jordan 1 Elevate Low SE ""Bred""","140,00€",0 %,Estilo tradicional con aire renovado
827,Jordan,"Women's Air Jordan 1 Elevate Low SE ""Bred""","140,00€",0 %,Estilo tradicional con aire renovado
828,Jordan,"Women's Air Jordan 6 Retro ""Mint Foam""","200,00€",0 %,Las zapatillas de la excelencia
829,Jordan,"Women's Air Jordan 6 Retro ""Mint Foam""","200,00€",0 %,Las zapatillas de la excelencia
830,Jordan,"Women's Air Jordan 6 Retro ""Mint Foam""","200,00€",0 %,Las zapatillas de la excelencia
831,Nike,Women's Air Max Furyosa,"150,00€",0 %,Estilo de pasarela y confort de running
832,Nike,Women's Air Max Furyosa,"150,00€",0 %,Estilo de pasarela y confort de running
833,Nike,Women's Air Max Furyosa,"150,00€",0 %,Estilo de pasarela y confort de running
834,Reebok,Club C Revenge,"90,00€",50%,
835,Reebok,Club C Revenge,"90,00€",50%,
836,Reebok,Club C Revenge,"90,00€",50%,
837,adidas,Ultraboost Web DNA,"180,00€",0 %,Estilo y rendimiento
838,adidas,Ultraboost Web DNA,"180,00€",0 %,Estilo y rendimiento
839,adidas,Ultraboost Web DNA,"180,00€",0 %,Estilo y rendimiento
840,Asics,Gel-1130,"100,00€",50%,
841,Asics,Gel-1130,"100,00€",50%,
842,Asics,Gel-1130,"100,00€",50%,
843,Asics,Gel-1130,"100,00€",50%,
844,Asics,Gel-1130,"100,00€",50%,
845,Asics,Gel-1130,"100,00€",50%,
846,Asics,Gel-Lyte III OG,"140,00€",50%,
847,Asics,Gel-Lyte III OG,"140,00€",50%,
848,Asics,Gel-Lyte III OG,"140,00€",50%,
849,Nike, Air Max Terrascape 90 ,"150,00€",0 %,
850,Nike, Air Max Terrascape 90 ,"150,00€",0 %,
851,Nike, Air Max Terrascape 90 ,"150,00€",0 %,
852,Nike, Air Max Terrascape 90 ,"150,00€",0 %,
853,Nike, Air Max Terrascape 90 ,"150,00€",0 %,
854,Nike, Air Max Terrascape 90 ,"150,00€",0 %,
855,adidas,Equipment CSG 91 GTX,"160,00€",50%,Las zapatillas ideales para cualquier tipo de clima
856,adidas,Equipment CSG 91 GTX,"160,00€",50%,Las zapatillas ideales para cualquier tipo de clima
857,adidas,Equipment CSG 91 GTX,"160,00€",50%,Las zapatillas ideales para cualquier tipo de clima
858,adidas,Equipment Support 93 GTX,"160,00€",50%,
859,adidas,Equipment Support 93 GTX,"160,00€",50%,
860,adidas,Equipment Support 93 GTX,"160,00€",50%,
861,Jordan,Women's Jordan MA2 ,"130,00€",0 %,
862,Jordan,Women's Jordan MA2 ,"130,00€",0 %,
863,Jordan,Women's Jordan MA2 ,"130,00€",0 %,
864,Nike,ACG Mountain Fly Low GTX ,"180,00€",0 %,Tan cómodas en la ciudad como en los senderos naturales y las montañas
865,Nike,ACG Mountain Fly Low GTX ,"180,00€",0 %,Tan cómodas en la ciudad como en los senderos naturales y las montañas
866,Nike,ACG Mountain Fly Low GTX ,"180,00€",0 %,Tan cómodas en la ciudad como en los senderos naturales y las montañas
867,Nike,Air Max Terrascape Plus ,"180,00€",0 %,
868,Nike,Air Max Terrascape Plus ,"180,00€",0 %,
869,Nike,Air Max Terrascape Plus ,"180,00€",0 %,
870,Jordan,"Air Jordan 1 Element ""Black Particle Grey""","180,00€",0 %,El diseño más clásico e icónico
871,Jordan,"Air Jordan 1 Element ""Black Particle Grey""","180,00€",0 %,El diseño más clásico e icónico
872,Jordan,"Air Jordan 1 Element ""Black Particle Grey""","180,00€",0 %,El diseño más clásico e icónico
873,Nike,"ACG Air Mada ""Ash Green""","145,00€",0 %,Concebidas originalmente en 1994
874,Nike,"ACG Air Mada ""Ash Green""","145,00€",0 %,Concebidas originalmente en 1994
875,Nike,"ACG Air Mada ""Ash Green""","145,00€",0 %,Concebidas originalmente en 1994
876,Nike,"ACG Air Mada ""Black""","145,00€",0 %,Concebidas originalmente en 1994
877,Nike,"ACG Air Mada ""Black""","145,00€",0 %,Concebidas originalmente en 1994
878,Nike,"ACG Air Mada ""Black""","145,00€",0 %,Concebidas originalmente en 1994
879,adidas Y-3,Hicho,"280,00€",50%,Cuando la modernidad se une a la tradición
880,adidas Y-3,Hicho,"280,00€",50%,Cuando la modernidad se une a la tradición
881,adidas Y-3,Hicho,"280,00€",50%,Cuando la modernidad se une a la tradición
882,adidas Y-3,Hicho,"280,00€",50%,Cuando la modernidad se une a la tradición
883,adidas Y-3,Hicho,"280,00€",50%,Cuando la modernidad se une a la tradición
884,adidas Y-3,Hicho,"280,00€",50%,Cuando la modernidad se une a la tradición
885,adidas Y-3,Runner 4D Halo,"400,00€",50%,
886,adidas Y-3,Runner 4D Halo,"400,00€",50%,
887,adidas Y-3,Runner 4D Halo,"400,00€",50%,
888,adidas Y-3,Qisan Cozy,"350,00€",50%,
889,adidas Y-3,Qisan Cozy,"350,00€",50%,
890,adidas Y-3,Qisan Cozy,"350,00€",50%,
891,adidas,Ozweego Celox,"120,00€",0 %,
892,adidas,Ozweego Celox,"120,00€",0 %,
893,adidas,Ozweego Celox,"120,00€",0 %,
894,adidas,Stan Smith,"100,00€",50%,
895,adidas,Stan Smith,"100,00€",50%,
896,adidas,Stan Smith,"100,00€",50%,
897,adidas,Stan Smith,"100,00€",50%,
898,adidas,Stan Smith,"100,00€",50%,
899,adidas,Stan Smith,"100,00€",50%,
900,adidas,Supernova Cushion 7,"130,00€",0 %,
901,adidas,Supernova Cushion 7,"130,00€",0 %,
902,adidas,Supernova Cushion 7,"130,00€",0 %,
903,Nike,Women's Air Max Pre-Day,"135,00€",45%,
904,Nike,Women's Air Max Pre-Day,"135,00€",45%,
905,Nike,Women's Air Max Pre-Day,"135,00€",45%,
906,Nike,Women's Waffle One SE,"110,00€",0 %,
907,Nike,Women's Waffle One SE,"110,00€",0 %,
908,Nike,Women's Waffle One SE,"110,00€",0 %,
909,Nike,Women's Fontanka Waffle ,"100,00€",0 %,
910,Nike,Women's Fontanka Waffle ,"100,00€",0 %,
911,Nike,Women's Fontanka Waffle ,"100,00€",0 %,
912,Rick Owens,Leather Geth Runner,"880,00€",0 %,
913,Rick Owens,Leather Geth Runner,"880,00€",0 %,
914,Rick Owens,Leather Geth Runner,"880,00€",0 %,
915,Rick Owens,Turbo Cyclop Sandals,"1.720,00€",45%,
916,Rick Owens,Turbo Cyclop Sandals,"1.720,00€",45%,
917,Rick Owens,Turbo Cyclop Sandals,"1.720,00€",45%,
918,Rick Owens,Turbo Cyclop Sandals,"1.720,00€",45%,
919,Rick Owens,Turbo Cyclop Sandals,"1.720,00€",45%,
920,Rick Owens,Turbo Cyclop Sandals,"1.720,00€",45%,
921,Rick Owens,Beatle Ballast Boots,"1.345,00€",0 %,
922,Rick Owens,Beatle Ballast Boots,"1.345,00€",0 %,
923,Rick Owens,Beatle Ballast Boots,"1.345,00€",0 %,
924,Rick Owens,Beatle Turbo Cyclops Boots,"1.595,00€",0 %,
925,Rick Owens,Beatle Turbo Cyclops Boots,"1.595,00€",0 %,
926,Rick Owens,Beatle Turbo Cyclops Boots,"1.595,00€",0 %,
927,adidas,Women's ZX 8000 x Disney ,"130,00€",50%,
928,adidas,Women's ZX 8000 x Disney ,"130,00€",50%,
929,adidas,Women's ZX 8000 x Disney ,"130,00€",50%,
930,adidas,Women's Superstar ,"110,00€",50%,
931,adidas,Women's Superstar ,"110,00€",50%,
932,adidas,Women's Superstar ,"110,00€",50%,
933,adidas,Women's Vegan Superstar,"100,00€",0 %,
934,adidas,Women's Vegan Superstar,"100,00€",0 %,
935,adidas,Women's Vegan Superstar,"100,00€",0 %,
936,Reebok,AZ II,"100,00€",45%,
937,Reebok,AZ II,"100,00€",45%,
938,Reebok,AZ II,"100,00€",45%,
939,Reebok,Victory G,"140,00€",0 %,
940,Reebok,Victory G,"140,00€",0 %,
941,Reebok,Victory G,"140,00€",0 %,
942,Asics,Gel-Lyte III OG ,"140,00€",50%,Inspiradas en el cambio del color de las hojas
943,Asics,Gel-Lyte III OG ,"140,00€",50%,Inspiradas en el cambio del color de las hojas
944,Asics,Gel-Lyte III OG ,"140,00€",50%,Inspiradas en el cambio del color de las hojas
945,Asics,Gel-Lyte III OG ,"140,00€",50%,Inspiradas en el cambio del color de las hojas
946,Asics,Gel-Lyte III OG ,"140,00€",50%,Inspiradas en el cambio del color de las hojas
947,Asics,Gel-Lyte III OG ,"140,00€",50%,Inspiradas en el cambio del color de las hojas
948,New Balance,991 Made in UK,"230,00€",0 %,Un homenaje único a la cultura y el estilo inglés
949,New Balance,991 Made in UK,"230,00€",0 %,Un homenaje único a la cultura y el estilo inglés
950,New Balance,991 Made in UK,"230,00€",0 %,Un homenaje único a la cultura y el estilo inglés
951,adidas,Women's Nizza Platform x Disney ,"90,00€",0 %,
952,adidas,Women's Nizza Platform x Disney ,"90,00€",0 %,
953,adidas,Women's Nizza Platform x Disney ,"90,00€",0 %,
954,Converse,"Chuck 70 OX ""Python"" x GOLF WANG","120,00€",0 %,
955,Converse,"Chuck 70 OX ""Python"" x GOLF WANG","120,00€",0 %,
956,Converse,"Chuck 70 OX ""Python"" x GOLF WANG","120,00€",0 %,
957,Converse,"Chuck 70 OX ""Python"" x GOLF WANG","120,00€",0 %,
958,Converse,"Chuck 70 OX ""Python"" x GOLF WANG","120,00€",0 %,
959,Converse,"Chuck 70 OX ""Python"" x GOLF WANG","120,00€",0 %,
960,Nike,"Air Force 1 Experimental ""Halloween""","140,00€",0 %,Disfruta de todo lo extraordinario de las AF1 durante la Noche de Brujas.
961,Nike,"Air Force 1 Experimental ""Halloween""","140,00€",0 %,Disfruta de todo lo extraordinario de las AF1 durante la Noche de Brujas.
962,Nike,"Air Force 1 Experimental ""Halloween""","140,00€",0 %,Disfruta de todo lo extraordinario de las AF1 durante la Noche de Brujas.
963,adidas,Superstar 82 Panel,"120,00€",0 %,
964,adidas,Superstar 82 Panel,"120,00€",0 %,
965,adidas,Superstar 82 Panel,"120,00€",0 %,
966,adidas Consortium,Campus 80 X Large ,"100,00€",50%,
967,adidas Consortium,Campus 80 X Large ,"100,00€",50%,
968,adidas Consortium,Campus 80 X Large ,"100,00€",50%,
969,adidas,Forum Premiere,"200,00€",0 %,La reinvención de un icono
970,adidas,Forum Premiere,"200,00€",0 %,La reinvención de un icono
971,adidas,Forum Premiere,"200,00€",0 %,La reinvención de un icono
972,Reebok,Victory G,"140,00€",0 %,
973,Reebok,Victory G,"140,00€",0 %,
974,Reebok,Victory G,"140,00€",0 %,
975,Nike,Women's Air Max Pre-Day  ,"135,00€",45%,
976,Nike,Women's Air Max Pre-Day  ,"135,00€",45%,
977,Nike,Women's Air Max Pre-Day  ,"135,00€",45%,
978,Nike,Women's Air Force Fontanka ,"110,00€",20%,
979,Nike,Women's Air Force Fontanka ,"110,00€",20%,
980,Nike,Women's Air Force Fontanka ,"110,00€",20%,
981,Nike,"Women's Air Force 1 '07 Low ""Coconut Milk""","130,00€",0 %,Diseño renovado con detalles artesanales del icónico modelo
982,Nike,"Women's Air Force 1 '07 Low ""Coconut Milk""","130,00€",0 %,Diseño renovado con detalles artesanales del icónico modelo
983,Nike,"Women's Air Force 1 '07 Low ""Coconut Milk""","130,00€",0 %,Diseño renovado con detalles artesanales del icónico modelo
984,Nike,Women's Icon Classic Sandals,"60,00€",40%,
985,Nike,Women's Icon Classic Sandals,"60,00€",40%,
986,Nike,Women's Icon Classic Sandals,"60,00€",40%,
987,Nike,Women's Icon Classic Sandals,"60,00€",40%,
988,Nike,Women's Icon Classic Sandals,"60,00€",40%,
989,Nike,Women's Icon Classic Sandals,"60,00€",40%,
990,Nike,ACG Mountain Fly Low GTX ,"180,00€",0 %,Tan cómodas en la ciudad como en los senderos naturales y las montañas
991,Nike,ACG Mountain Fly Low GTX ,"180,00€",0 %,Tan cómodas en la ciudad como en los senderos naturales y las montañas
992,Nike,ACG Mountain Fly Low GTX ,"180,00€",0 %,Tan cómodas en la ciudad como en los senderos naturales y las montañas
993,adidas,TRX Vintage,"100,00€",0 %,
994,adidas,TRX Vintage,"100,00€",0 %,
995,adidas,TRX Vintage,"100,00€",0 %,
996,Jordan,"Air Jordan 1 Zoom Air CMFT ""Pumpkin Spice"" ","140,00€",0 %,Las míticas Air Jordan más cómodas que nunca
997,Jordan,"Air Jordan 1 Zoom Air CMFT ""Pumpkin Spice"" ","140,00€",0 %,Las míticas Air Jordan más cómodas que nunca
998,Jordan,"Air Jordan 1 Zoom Air CMFT ""Pumpkin Spice"" ","140,00€",0 %,Las míticas Air Jordan más cómodas que nunca
999,adidas,G.S,"120,00€",0 %,
1000,adidas,G.S,"120,00€",0 %,
1001,adidas,G.S,"120,00€",0 %,
1002,Nike,Dunk High 1985 x Undercover,"150,00€",0 %,Regreso al original
1003,Nike,Dunk High 1985 x Undercover,"150,00€",0 %,Regreso al original
1004,Nike,Dunk High 1985 x Undercover,"150,00€",0 %,Regreso al original
1005,adidas,Forum 84 Hi,"130,00€",45%,Un homenaje al icónico modelo
1006,adidas,Forum 84 Hi,"130,00€",45%,Un homenaje al icónico modelo
1007,adidas,Forum 84 Hi,"130,00€",45%,Un homenaje al icónico modelo
1008,adidas,Nizza Hi x Alife,"100,00€",0 %,Vive el momento
1009,adidas,Nizza Hi x Alife,"100,00€",0 %,Vive el momento
1010,adidas,Nizza Hi x Alife,"100,00€",0 %,Vive el momento
1011,adidas,Nizza Hi x Alife,"100,00€",0 %,
1012,adidas,Nizza Hi x Alife,"100,00€",0 %,
1013,adidas,Nizza Hi x Alife,"100,00€",0 %,
1014,adidas,Forum Premiere,"200,00€",0 %,La reinvención de un icono
1015,adidas,Forum Premiere,"200,00€",0 %,La reinvención de un icono
1016,adidas,Forum Premiere,"200,00€",0 %,La reinvención de un icono
1017,Dr. Martens,1460 Futura EMB,"230,00€",45%,Botas con grafiti de Futura Laboratories x Dr. Martens
1018,Dr. Martens,1460 Futura EMB,"230,00€",45%,Botas con grafiti de Futura Laboratories x Dr. Martens
1019,Dr. Martens,1460 Futura EMB,"230,00€",45%,Botas con grafiti de Futura Laboratories x Dr. Martens
1020,Dr. Martens,1460 Futura Dms,"230,00€",45%,Botas verdes oliva de Futura Laboratories x Dr. Martens
1021,Dr. Martens,1460 Futura Dms,"230,00€",45%,Botas verdes oliva de Futura Laboratories x Dr. Martens
1022,Dr. Martens,1460 Futura Dms,"230,00€",45%,Botas verdes oliva de Futura Laboratories x Dr. Martens
1023,adidas,Forum 84 Hi AEC ,"200,00€",0 %,Las Forum que no tendrás miedo de manchar
1024,adidas,Forum 84 Hi AEC ,"200,00€",0 %,Las Forum que no tendrás miedo de manchar
1025,adidas,Forum 84 Hi AEC ,"200,00€",0 %,Las Forum que no tendrás miedo de manchar
1026,adidas,Forum 84 Hi AEC ,"200,00€",0 %,Las Forum que no tendrás miedo de ensuciar
1027,adidas,Forum 84 Hi AEC ,"200,00€",0 %,Las Forum que no tendrás miedo de ensuciar
1028,adidas,Forum 84 Hi AEC ,"200,00€",0 %,Las Forum que no tendrás miedo de ensuciar
1029,adidas,Ultraboost 1.0 DNA,"180,00€",0 %,
1030,adidas,Ultraboost 1.0 DNA,"180,00€",0 %,
1031,adidas,Ultraboost 1.0 DNA,"180,00€",0 %,
1032,Dr. Martens,1460 Toe Cap Bex,"250,00€",45%,
1033,Dr. Martens,1460 Toe Cap Bex,"250,00€",45%,
1034,Dr. Martens,1460 Toe Cap Bex,"250,00€",45%,
1035,New Balance,327,"120,00€",0 %,
1036,New Balance,327,"120,00€",0 %,
1037,New Balance,327,"120,00€",0 %,
1038,adidas,Stan Smith,"100,00€",50%,
1039,adidas,Stan Smith,"100,00€",50%,
1040,adidas,Stan Smith,"100,00€",50%,
1041,Nike,Air Max Pre-Day ,"130,00€",45%,
1042,Nike,Air Max Pre-Day ,"130,00€",45%,
1043,Nike,Air Max Pre-Day ,"130,00€",45%,
1044,Nike SB,Bruin React,"100,00€",0 %,
1045,Nike SB,Bruin React,"100,00€",0 %,
1046,Nike SB,Bruin React,"100,00€",0 %,
1047,Converse,Chuck 70 Hi,"95,00€",0 %,
1048,Converse,Chuck 70 Hi,"95,00€",0 %,
1049,Converse,Chuck 70 Hi,"95,00€",0 %,
1050,Converse,"Chuck 70 Hi ""75th Anniversary"" x NBA","110,00€",0 %,
1051,Converse,"Chuck 70 Hi ""75th Anniversary"" x NBA","110,00€",0 %,
1052,Converse,"Chuck 70 Hi ""75th Anniversary"" x NBA","110,00€",0 %,
1053,Converse,Chuck 70 Canvas LTD Hi,"160,00€",45%,
1054,Converse,Chuck 70 Canvas LTD Hi,"160,00€",45%,
1055,Converse,Chuck 70 Canvas LTD Hi,"160,00€",45%,
1056,Converse,Chuck 70 Canvas LTD Hi,"160,00€",45%,La comodidad de siempre con un estilo innovador
1057,Converse,Chuck 70 Canvas LTD Hi,"160,00€",45%,La comodidad de siempre con un estilo innovador
1058,Converse,Chuck 70 Canvas LTD Hi,"160,00€",45%,La comodidad de siempre con un estilo innovador
1059,Asics,Gel-Venture 6,"85,00€",50%,Ni los senderos ni las calles se te resistirán
1060,Asics,Gel-Venture 6,"85,00€",50%,Ni los senderos ni las calles se te resistirán
1061,Asics,Gel-Venture 6,"85,00€",50%,Ni los senderos ni las calles se te resistirán
1062,Asics,Gel-Venture 6,"85,00€",50%,Ni los senderos ni las calles se te resistirán
1063,Asics,Gel-Venture 6,"85,00€",50%,Ni los senderos ni las calles se te resistirán
1064,Asics,Gel-Venture 6,"85,00€",50%,Ni los senderos ni las calles se te resistirán
1065,Asics,Gel-Venture 6,"85,00€",50%,Ni los senderos ni las calles se te resistirán.
1066,Asics,Gel-Venture 6,"85,00€",50%,Ni los senderos ni las calles se te resistirán.
1067,Asics,Gel-Venture 6,"85,00€",50%,Ni los senderos ni las calles se te resistirán.
1068,Rick Owens,Beatle Turbo Cyclops ,"1.460,00€",0 %,
1069,Rick Owens,Beatle Turbo Cyclops ,"1.460,00€",0 %,
1070,Rick Owens,Beatle Turbo Cyclops ,"1.460,00€",0 %,
1071,Rick Owens,Leather Geobasket Sneakers ,"885,00€",0 %,
1072,Rick Owens,Leather Geobasket Sneakers ,"885,00€",0 %,
1073,Rick Owens,Leather Geobasket Sneakers ,"885,00€",0 %,
1074,Rick Owens DRKSHDW,Woven Sneakers ,"510,00€",0 %,
1075,Rick Owens DRKSHDW,Woven Sneakers ,"510,00€",0 %,
1076,Rick Owens DRKSHDW,Woven Sneakers ,"510,00€",0 %,
1077,Rick Owens DRKSHDW,Abstract Sneakers ,"590,00€",0 %,
1078,Rick Owens DRKSHDW,Abstract Sneakers ,"590,00€",0 %,
1079,Rick Owens DRKSHDW,Abstract Sneakers ,"590,00€",0 %,
1080,Rick Owens,Leather Geth Runner ,"780,00€",0 %,
1081,Rick Owens,Leather Geth Runner ,"780,00€",0 %,
1082,Rick Owens,Leather Geth Runner ,"780,00€",0 %,
1083,Rick Owens DRKSHDW,Woven Low Sneakers,"420,00€",0 %,
1084,Rick Owens DRKSHDW,Woven Low Sneakers,"420,00€",0 %,
1085,Rick Owens DRKSHDW,Woven Low Sneakers,"420,00€",0 %,
1086,Reebok,Zig Kinetica II EDG,"180,00€",50%,
1087,Reebok,Zig Kinetica II EDG,"180,00€",50%,
1088,Reebok,Zig Kinetica II EDG,"180,00€",50%,
1089,Vans Vault,Old Skool V Platform LX x Sarah Andelman,"100,00€",50%,
1090,Vans Vault,Old Skool V Platform LX x Sarah Andelman,"100,00€",50%,
1091,Vans Vault,Old Skool V Platform LX x Sarah Andelman,"100,00€",50%,
1092,Jordan,Delta 2 SE,"140,00€",50%,
1093,Jordan,Delta 2 SE,"140,00€",50%,
1094,Jordan,Delta 2 SE,"140,00€",50%,
1095,Nike,Women's Waffle One ,"100,00€",0 %,
1096,Nike,Women's Waffle One ,"100,00€",0 %,
1097,Nike,Women's Waffle One ,"100,00€",0 %,
1098,Nike,Air VaporMax Evo ,"225,00€",0 %,
1099,Nike,Air VaporMax Evo ,"225,00€",0 %,
1100,Nike,Air VaporMax Evo ,"225,00€",0 %,
1101,Converse,Women's Chuck 70 Hi ,"95,00€",60%,
1102,Converse,Women's Chuck 70 Hi ,"95,00€",60%,
1103,Converse,Women's Chuck 70 Hi ,"95,00€",60%,
1104,Vans Vault,Authentic LX OG x Julia Chiang,"90,00€",45%,
1105,Vans Vault,Authentic LX OG x Julia Chiang,"90,00€",45%,
1106,Vans Vault,Authentic LX OG x Julia Chiang,"90,00€",45%,
1107,Nike,"Dunk High 1985 SP ""Yellow Strike""","130,00€",0 %,De vuelta a 1985
1108,Nike,"Dunk High 1985 SP ""Yellow Strike""","130,00€",0 %,De vuelta a 1985
1109,Nike,"Dunk High 1985 SP ""Yellow Strike""","130,00€",0 %,De vuelta a 1985
1110,Nike,"Dunk High 1985 SP ""Team Orange""","130,00€",0 %,De vuelta a 1985
1111,Nike,"Dunk High 1985 SP ""Team Orange""","130,00€",0 %,De vuelta a 1985
1112,Nike,"Dunk High 1985 SP ""Team Orange""","130,00€",0 %,De vuelta a 1985
1113,Nike,"Lebron IX ""Big Bang""","240,00€",0 %,Las zapatillas más explosivas
1114,Nike,"Lebron IX ""Big Bang""","240,00€",0 %,Las zapatillas más explosivas
1115,Nike,"Lebron IX ""Big Bang""","240,00€",0 %,Las zapatillas más explosivas
1116,11 By Boris Bidjan Saberi,Bamba 2 Low x Salomon,"420,00€",0 %,
1117,11 By Boris Bidjan Saberi,Bamba 2 Low x Salomon,"420,00€",0 %,
1118,11 By Boris Bidjan Saberi,Bamba 2 Low x Salomon,"420,00€",0 %,
1119,11 By Boris Bidjan Saberi,Bamba 2 Low x Salomon,"420,00€",0 %,
1120,11 By Boris Bidjan Saberi,Bamba 2 Low x Salomon,"420,00€",0 %,
1121,11 By Boris Bidjan Saberi,Bamba 2 Low x Salomon,"420,00€",0 %,
1122,11 By Boris Bidjan Saberi,Bamba 5 x Salomon,"395,00€",0 %,
1123,11 By Boris Bidjan Saberi,Bamba 5 x Salomon,"395,00€",0 %,
1124,11 By Boris Bidjan Saberi,Bamba 5 x Salomon,"395,00€",0 %,
1125,11 By Boris Bidjan Saberi,Bamba 2 High GTX x Salomon,"465,00€",28%,"Ajuste, durabilidad y estilo en todo tipo de condiciones climáticas"
1126,11 By Boris Bidjan Saberi,Bamba 2 High GTX x Salomon,"465,00€",28%,"Ajuste, durabilidad y estilo en todo tipo de condiciones climáticas"
1127,11 By Boris Bidjan Saberi,Bamba 2 High GTX x Salomon,"465,00€",28%,"Ajuste, durabilidad y estilo en todo tipo de condiciones climáticas"
1128,Vans,Chukka 49 DX,"100,00€",50%,
1129,Vans,Chukka 49 DX,"100,00€",50%,
1130,Vans,Chukka 49 DX,"100,00€",50%,
1131,Vans,Chukka 49 DX,"100,00€",50%,
1132,Vans,Chukka 49 DX,"100,00€",50%,
1133,Vans,Chukka 49 DX,"100,00€",50%,
1134,Vans,Style 73 DX,"95,00€",50%,
1135,Vans,Style 73 DX,"95,00€",50%,
1136,Vans,Style 73 DX,"95,00€",50%,
1137,Vans,Style 73 DX,"95,00€",50%,
1138,Vans,Style 73 DX,"95,00€",50%,
1139,Vans,Style 73 DX,"95,00€",50%,
1140,adidas Consortium,Japan x Wales Bonner,"160,00€",50%,
1141,adidas Consortium,Japan x Wales Bonner,"160,00€",50%,
1142,adidas Consortium,Japan x Wales Bonner,"160,00€",50%,
1143,adidas,Ultraboost COLD.RDY Lab,"180,00€",0 %,
1144,adidas,Ultraboost COLD.RDY Lab,"180,00€",0 %,
1145,adidas,Ultraboost COLD.RDY Lab,"180,00€",0 %,
1146,adidas,Ultraboost Web DNA,"180,00€",0 %,Estilo y rendimiento
1147,adidas,Ultraboost Web DNA,"180,00€",0 %,Estilo y rendimiento
1148,adidas,Ultraboost Web DNA,"180,00€",0 %,Estilo y rendimiento
1149,Converse,Chuck 70 Hi ,"95,00€",0 %,
1150,Converse,Chuck 70 Hi ,"95,00€",0 %,
1151,Converse,Chuck 70 Hi ,"95,00€",0 %,
1152,Asics,Gel-Lyte III OG ,"130,00€",50%,Sobrias y atemporales
1153,Asics,Gel-Lyte III OG ,"130,00€",50%,Sobrias y atemporales
1154,Asics,Gel-Lyte III OG ,"130,00€",50%,Sobrias y atemporales
1155,Vans Vault,"Style 45 LX OG ""Maritime""","120,00€",0 %,
1156,Vans Vault,"Style 45 LX OG ""Maritime""","120,00€",0 %,
1157,Vans Vault,"Style 45 LX OG ""Maritime""","120,00€",0 %,
1158,Vans Vault,"Style 45 LX OG ""Maritime""","120,00€",0 %,
1159,Vans Vault,"Style 45 LX OG ""Maritime""","120,00€",0 %,
1160,Vans Vault,"Style 45 LX OG ""Maritime""","120,00€",0 %,
1161,Vans Vault,"Style 45 LX OG ""Maritime""","120,00€",0 %,
1162,Vans Vault,"Style 45 LX OG ""Maritime""","120,00€",0 %,
1163,Vans Vault,"Style 45 LX OG ""Maritime""","120,00€",0 %,
1164,Vans Vault,Old Skool VR3 LX,"100,00€",50%,
1165,Vans Vault,Old Skool VR3 LX,"100,00€",50%,
1166,Vans Vault,Old Skool VR3 LX,"100,00€",50%,
1167,Vans Vault,Old Skool VR3 LX,"100,00€",50%,
1168,Vans Vault,Old Skool VR3 LX,"100,00€",50%,
1169,Vans Vault,Old Skool VR3 LX,"100,00€",50%,
1170,Vans Vault,Old Skool VR3 LX,"100,00€",50%,
1171,Vans Vault,Old Skool VR3 LX,"100,00€",50%,
1172,Vans Vault,Old Skool VR3 LX,"100,00€",50%,
1173,Vans Vault,Classic Slip-On VLT LX x Dobale,"90,00€",45%,
1174,Vans Vault,Classic Slip-On VLT LX x Dobale,"90,00€",45%,
1175,Vans Vault,Classic Slip-On VLT LX x Dobale,"90,00€",45%,
1176,Vans Vault,Era VLT LX x Dobale,"95,00€",50%,
1177,Vans Vault,Era VLT LX x Dobale,"95,00€",50%,
1178,Vans Vault,Era VLT LX x Dobale,"95,00€",50%,
1179,Vans Vault,Bold NI LX x Dobale,"100,00€",0 %,
1180,Vans Vault,Bold NI LX x Dobale,"100,00€",0 %,
1181,Vans Vault,Bold NI LX x Dobale,"100,00€",0 %,
1182,Vans Vault,Authentic LX OG x Javier Calleja,"110,00€",45%,
1183,Vans Vault,Authentic LX OG x Javier Calleja,"110,00€",45%,
1184,Vans Vault,Authentic LX OG x Javier Calleja,"110,00€",45%,
1185,Vans Vault,Chukka Boot LX OG x Javier Calleja,"130,00€",0 %,
1186,Vans Vault,Chukka Boot LX OG x Javier Calleja,"130,00€",0 %,
1187,Vans Vault,Chukka Boot LX OG x Javier Calleja,"130,00€",0 %,
1188,Vans Vault,Sk8-Hi LX OG x Javier Calleja,"140,00€",50%,
1189,Vans Vault,Sk8-Hi LX OG x Javier Calleja,"140,00€",50%,
1190,Vans Vault,Sk8-Hi LX OG x Javier Calleja,"140,00€",50%,
1191,Nike SB,Nyjah Free 2,"95,00€",50%,
1192,Nike SB,Nyjah Free 2,"95,00€",50%,
